(188, 279)
(188, 317)
(188, 302)
(188, 2)
(188, 278)
(188, 35)
(188, 250)
(188, 60)
(279, 317)
(279, 302)
(279, 2)
(279, 278)
(279, 35)
(80, 341)
(80, 96)
(80, 199)
(80, 198)
(80, 326)
(80, 231)
(80, 246)
(80, 101)
(317, 345)
(317, 205)
(317, 2)
(317, 218)
(317, 159)
(317, 245)
(317, 207)
(317, 266)
(317, 174)
(317, 124)
(302, 345)
(302, 205)
(302, 2)
(302, 218)
(302, 159)
(302, 245)
(302, 207)
(302, 266)
(302, 174)
(302, 124)
(96, 341)
(96, 191)
(96, 246)
(96, 101)
(96, 143)
(341, 191)
(341, 246)
(341, 101)
(345, 43)
(345, 197)
(345, 259)
(345, 266)
(345, 174)
(345, 124)
(205, 43)
(205, 197)
(205, 259)
(205, 266)
(205, 174)
(205, 124)
(191, 119)
(191, 312)
(191, 338)
(191, 208)
(163, 65)
(163, 333)
(163, 256)
(163, 83)
(163, 203)
(65, 197)
(65, 333)
(65, 259)
(65, 295)
(65, 94)
(197, 309)
(197, 333)
(197, 295)
(197, 94)
(43, 309)
(43, 339)
(43, 303)
(43, 135)
(43, 327)
(43, 230)
(312, 119)
(312, 240)
(312, 89)
(312, 156)
(312, 152)
(312, 125)
(312, 135)
(312, 21)
(312, 337)
(119, 240)
(119, 89)
(119, 156)
(119, 152)
(119, 125)
(119, 208)
(119, 62)
(119, 21)
(119, 337)
(333, 295)
(333, 94)
(333, 242)
(309, 327)
(309, 237)
(309, 142)
(89, 240)
(89, 169)
(89, 255)
(89, 164)
(89, 21)
(89, 337)
(240, 206)
(240, 56)
(240, 169)
(240, 311)
(240, 164)
(240, 62)
(240, 73)
(240, 21)
(256, 206)
(256, 56)
(256, 311)
(256, 73)
(256, 83)
(255, 169)
(255, 164)
(255, 5)
(255, 236)
(169, 5)
(206, 285)
(206, 184)
(206, 296)
(206, 217)
(206, 26)
(206, 73)
(56, 285)
(56, 184)
(56, 296)
(56, 217)
(56, 26)
(56, 73)
(120, 336)
(120, 328)
(120, 12)
(120, 88)
(336, 88)
(336, 12)
(328, 88)
(328, 12)
(260, 167)
(260, 318)
(260, 264)
(260, 228)
(260, 258)
(260, 108)
(260, 133)
(213, 167)
(213, 318)
(213, 264)
(213, 228)
(213, 258)
(213, 108)
(213, 133)
(209, 220)
(209, 140)
(52, 220)
(52, 140)
(52, 279)
(52, 188)
(52, 200)
(52, 109)
(52, 263)
(52, 185)
(72, 80)
(72, 149)
(72, 98)
(220, 188)
(220, 317)
(220, 302)
(220, 200)
(220, 109)
(140, 188)
(140, 317)
(140, 302)
(140, 200)
(140, 109)
(231, 246)
(231, 101)
(231, 341)
(231, 96)
(246, 191)
(101, 191)
(266, 43)
(266, 197)
(174, 43)
(174, 197)
(124, 43)
(124, 197)
(143, 230)
(143, 191)
(143, 119)
(143, 312)
(203, 83)
(203, 65)
(203, 333)
(203, 256)
(203, 179)
(203, 64)
(230, 337)
(230, 312)
(230, 89)
(208, 83)
(208, 62)
(208, 21)
(208, 256)
(208, 240)
(208, 276)
(208, 16)
(208, 179)
(208, 64)
(208, 297)
(295, 237)
(295, 142)
(295, 242)
(295, 309)
(94, 237)
(94, 142)
(94, 242)
(94, 309)
(337, 21)
(337, 240)
(337, 169)
(337, 255)
(337, 297)
(337, 180)
(21, 62)
(21, 73)
(21, 206)
(21, 56)
(21, 169)
(21, 320)
(21, 180)
(21, 297)
(62, 83)
(62, 73)
(62, 256)
(62, 206)
(62, 56)
(62, 179)
(62, 64)
(62, 41)
(62, 320)
(62, 180)
(83, 73)
(83, 206)
(83, 56)
(83, 90)
(83, 41)
(83, 320)
(83, 179)
(83, 64)
(237, 236)
(237, 330)
(237, 201)
(142, 236)
(142, 330)
(142, 201)
(73, 296)
(73, 217)
(73, 26)
(73, 41)
(73, 224)
(73, 106)
(73, 320)
(330, 236)
(330, 12)
(330, 336)
(330, 328)
(330, 201)
(26, 296)
(26, 217)
(26, 133)
(26, 260)
(26, 213)
(26, 224)
(26, 106)
(26, 281)
(26, 154)
(26, 59)
(296, 133)
(296, 260)
(296, 213)
(296, 224)
(296, 106)
(217, 133)
(217, 260)
(217, 213)
(217, 224)
(217, 106)
(12, 88)
(12, 51)
(12, 262)
(133, 167)
(133, 34)
(88, 209)
(88, 262)
(263, 200)
(263, 109)
(263, 220)
(263, 140)
(185, 200)
(185, 109)
(185, 220)
(185, 140)
(98, 149)
(149, 231)
(194, 231)
(200, 66)
(109, 66)
(13, 276)
(13, 16)
(13, 203)
(13, 215)
(13, 322)
(276, 179)
(276, 64)
(276, 203)
(276, 83)
(276, 62)
(276, 215)
(276, 74)
(276, 290)
(276, 107)
(276, 319)
(276, 322)
(16, 179)
(16, 64)
(16, 203)
(16, 83)
(16, 62)
(16, 215)
(16, 74)
(16, 290)
(16, 107)
(16, 319)
(16, 322)
(297, 320)
(297, 180)
(297, 62)
(297, 73)
(297, 319)
(297, 272)
(179, 90)
(179, 41)
(179, 320)
(179, 73)
(179, 74)
(179, 272)
(179, 290)
(179, 107)
(64, 90)
(64, 41)
(64, 320)
(64, 73)
(64, 74)
(64, 272)
(64, 290)
(64, 107)
(90, 224)
(90, 106)
(90, 242)
(90, 296)
(90, 217)
(90, 22)
(180, 320)
(180, 157)
(180, 73)
(180, 26)
(180, 272)
(320, 41)
(320, 224)
(320, 106)
(320, 296)
(320, 217)
(320, 26)
(320, 272)
(41, 90)
(41, 224)
(41, 106)
(41, 296)
(41, 217)
(41, 26)
(41, 22)
(201, 236)
(201, 12)
(157, 281)
(157, 154)
(157, 59)
(157, 301)
(157, 126)
(157, 28)
(224, 133)
(224, 22)
(224, 314)
(224, 181)
(224, 93)
(224, 58)
(106, 133)
(106, 22)
(106, 314)
(106, 181)
(106, 93)
(106, 58)
(301, 281)
(301, 154)
(301, 59)
(301, 226)
(301, 315)
(301, 221)
(301, 196)
(301, 14)
(126, 281)
(126, 154)
(126, 59)
(126, 226)
(126, 315)
(126, 221)
(126, 196)
(126, 14)
(28, 281)
(28, 154)
(28, 59)
(28, 226)
(28, 315)
(28, 221)
(28, 196)
(28, 14)
(281, 34)
(281, 226)
(281, 315)
(281, 221)
(281, 196)
(281, 14)
(154, 34)
(154, 226)
(154, 315)
(154, 221)
(154, 196)
(154, 14)
(59, 34)
(59, 226)
(59, 315)
(59, 221)
(59, 196)
(59, 14)
(262, 209)
(51, 263)
(51, 185)
(51, 52)
(315, 226)
(315, 149)
(315, 98)
(315, 72)
(221, 226)
(221, 149)
(221, 98)
(221, 72)
(196, 226)
(196, 149)
(196, 98)
(196, 72)
(14, 226)
(14, 149)
(14, 98)
(14, 72)
(226, 34)
(226, 149)
(226, 98)
(226, 72)
(34, 194)
(34, 149)
(153, 13)
(66, 95)
(66, 178)
(66, 92)
(66, 257)
(66, 138)
(66, 166)
(66, 292)
(244, 99)
(178, 95)
(178, 186)
(178, 254)
(178, 18)
(178, 166)
(178, 282)
(92, 95)
(92, 186)
(92, 254)
(92, 18)
(92, 166)
(92, 282)
(95, 343)
(95, 186)
(95, 254)
(95, 304)
(95, 247)
(95, 282)
(95, 166)
(343, 346)
(343, 151)
(343, 186)
(343, 57)
(343, 17)
(343, 348)
(343, 229)
(343, 49)
(343, 3)
(343, 282)
(343, 304)
(343, 247)
(346, 202)
(346, 50)
(346, 151)
(346, 99)
(346, 348)
(346, 229)
(346, 49)
(346, 3)
(346, 57)
(346, 17)
(215, 74)
(215, 290)
(215, 107)
(215, 179)
(215, 64)
(18, 254)
(18, 305)
(18, 141)
(254, 186)
(254, 282)
(254, 305)
(254, 141)
(186, 282)
(151, 202)
(151, 50)
(151, 297)
(151, 348)
(151, 229)
(151, 49)
(151, 3)
(202, 319)
(202, 297)
(202, 269)
(50, 319)
(50, 297)
(50, 269)
(322, 215)
(322, 74)
(322, 290)
(322, 107)
(322, 319)
(322, 179)
(322, 64)
(322, 269)
(74, 90)
(74, 41)
(319, 290)
(319, 107)
(319, 272)
(319, 179)
(319, 64)
(319, 41)
(319, 320)
(319, 180)
(319, 332)
(319, 269)
(290, 74)
(290, 272)
(290, 90)
(290, 41)
(290, 320)
(290, 332)
(107, 74)
(107, 272)
(107, 90)
(107, 41)
(107, 320)
(107, 332)
(38, 201)
(38, 40)
(272, 41)
(272, 224)
(272, 106)
(272, 332)
(22, 314)
(22, 181)
(22, 93)
(22, 58)
(22, 145)
(314, 34)
(314, 168)
(314, 145)
(181, 34)
(181, 168)
(181, 145)
(93, 34)
(93, 168)
(93, 145)
(58, 34)
(58, 168)
(58, 145)
(1, 153)
(1, 233)
(1, 123)
(1, 42)
(1, 323)
(1, 219)
(292, 257)
(292, 138)
(292, 166)
(292, 95)
(292, 178)
(292, 92)
(292, 63)
(292, 27)
(292, 117)
(292, 171)
(257, 304)
(257, 247)
(257, 166)
(257, 343)
(257, 95)
(257, 178)
(257, 92)
(257, 175)
(257, 63)
(257, 27)
(138, 304)
(138, 247)
(138, 166)
(138, 343)
(138, 95)
(138, 178)
(138, 92)
(138, 175)
(138, 63)
(138, 27)
(166, 304)
(166, 247)
(166, 282)
(166, 343)
(166, 186)
(166, 254)
(166, 23)
(304, 57)
(304, 17)
(304, 348)
(304, 229)
(304, 49)
(304, 3)
(304, 282)
(304, 346)
(304, 151)
(304, 186)
(304, 340)
(304, 306)
(304, 249)
(304, 147)
(304, 23)
(247, 57)
(247, 17)
(247, 348)
(247, 229)
(247, 49)
(247, 3)
(247, 282)
(247, 346)
(247, 151)
(247, 186)
(247, 340)
(247, 306)
(247, 249)
(247, 147)
(247, 23)
(57, 99)
(57, 348)
(57, 229)
(57, 49)
(57, 3)
(57, 202)
(57, 50)
(57, 151)
(57, 147)
(57, 23)
(57, 340)
(57, 306)
(57, 249)
(17, 99)
(17, 348)
(17, 229)
(17, 49)
(17, 3)
(17, 202)
(17, 50)
(17, 151)
(17, 147)
(17, 23)
(17, 340)
(17, 306)
(17, 249)
(99, 348)
(99, 229)
(99, 49)
(99, 3)
(99, 202)
(99, 50)
(99, 151)
(99, 147)
(282, 23)
(348, 202)
(348, 50)
(348, 147)
(229, 202)
(229, 50)
(229, 147)
(49, 202)
(49, 50)
(49, 147)
(3, 202)
(3, 50)
(3, 147)
(305, 55)
(305, 288)
(141, 55)
(141, 288)
(269, 332)
(269, 290)
(269, 107)
(269, 272)
(269, 334)
(145, 168)
(145, 48)
(145, 216)
(325, 265)
(325, 160)
(325, 20)
(325, 36)
(265, 160)
(265, 20)
(168, 48)
(168, 216)
(36, 160)
(36, 20)
